Course_Title,Degree_Level,Degree_Type,Attendance_Mode,Start Date,Course_Link
INTERNATIONAL HUMAN RESOURCE MANAGEMENT,Postgraduate level,MSc,"Full-time, Part-time, On campus",October 2024,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fpostgraduate%2Finternational-human-resource-management&auth=zHY%2FihMn0TOZJ88zSfJ0gg&profile=_default&rank=149&query=_
JAPANESE STUDIES (GRADUATE DIPLOMA),Postgraduate level,Graduate Diploma,"Full-time, Part-time, On campus",October 2024,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fpostgraduate%2Fjapanese-studies-graduate-diploma&auth=Tc1Pvkje18GfYzOuZGmSvw&profile=_default&rank=150&query=_
LINGUISTIC STUDIES (GRADUATE CERTIFICATE),Postgraduate level,Graduate Certificate,"Part-time, On campus",October 2024,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fpostgraduate%2Flinguistic-studies-graduate-certificate&auth=jMV9wvoytgCl%2Bb1UFOh0Zg&profile=_default&rank=151&query=_
MANAGEMENT WITH MARKETING,Postgraduate level,MSc,"Full-time, Part-time, On campus",October 2024,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fpostgraduate%2Fmanagement%2Fmanagement-with-marketing&auth=SZhkk%2FQs1JzK3JtA27CWZg&profile=_default&rank=152&query=_
MASTER OF BUSINESS ADMINISTRATION,Postgraduate level,MBA,"Part-time, On campus",October 2024,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fpostgraduate%2Fmaster-of-business-administration&auth=PFP%2BTSXyqDvKi6J8vB0xeA&profile=_default&rank=153&query=_
MODERN LITERATURE AND CULTURE (1900-PRESENT),Postgraduate level,MA,"Full-time, Part-time, On campus",October 2024,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fpostgraduate%2Fmodern-literature-and-culture&auth=dttlGEzJ1pjndnJ6nZVtCA&profile=_default&rank=154&query=_
"POLITICS, PHILOSOPHY AND ECONOMICS",Postgraduate level,MSc,"Full-time, Part-time, On campus",October 2024,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fpostgraduate%2Fpolitics-philosophy-and-economics&auth=tWrF%2F3crnRyPFP5jOPDIlw&profile=_default&rank=155&query=_
PSYCHODYNAMIC COUNSELLING AND PSYCHOTHERAPY,Postgraduate level,MSc,"Part-time, On campus",January 2024,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fpostgraduate%2Fpsychodynamic-counselling-and-psychotherapy&auth=o6jmsy7KVBGFPXbVHGvfMg&profile=_default&rank=156&query=_
FINANCE,Undergraduate level,BSc (Hons),"Full-time, Part-time, On campus",October 2024,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fundergraduate%2Ffinance&auth=5cWOHGojzstIGCOI6zprgQ&profile=_default&rank=157&query=_
GEOGRAPHY,Undergraduate level,BSc (Hons),"Full-time, Part-time, On campus, With or without Foundation Year",October 2024,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fundergraduate%2Fgeography&auth=MxsVsjL2QbQp7VzKSwOipw&profile=_default&rank=158&query=_
GEOLOGY,Undergraduate level,BSc (Hons),"Full-time, Part-time, On campus, Online",October 2024,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fundergraduate%2Fgeology&auth=vQkZEqnO%2FbhaHwRMBEQZiw&profile=_default&rank=159&query=_
HISTORY,Undergraduate level,BA (Hons),"Full-time, Part-time, On campus, With or without Foundation Year",October 2024,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fundergraduate%2Fhistory&auth=0gZsBynABtfoh0MpJ4kSTA&profile=_default&rank=160&query=_
CLASSICS,MPhil/PhD level,MPhil/PhD,"Full-time, Part-time, On campus",October 2023,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fphd%2Fclassics&auth=q9t5R9U74wlTyhkF9hzhFA&profile=_default&rank=161&query=_
ECONOMICS,MPhil/PhD level,MPhil/PhD,"Full-time, Part-time, On campus",October 2023,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fphd%2Feconomics&auth=GlJJan2yO90%2F%2FxsgneE3SQ&profile=_default&rank=162&query=_
FRENCH,MPhil/PhD level,MPhil/PhD,"Full-time, Part-time, On campus",October 2023,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fphd%2Ffrench&auth=iTbJVc5V6FKC3CgJKZEqdg&profile=_default&rank=163&query=_
HISTORY,MPhil/PhD level,MPhil/PhD,"Full-time, Part-time, On campus, Online",October 2023,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fphd%2Fhistory&auth=enEzyJjXCkCZVkh5uTyzhQ&profile=_default&rank=164&query=_
JAPANESE,MPhil/PhD level,MPhil/PhD,"Full-time, Part-time, On campus",October 2023,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fphd%2Fjapanese&auth=M%2BvsnU1AglOEZk3mLBWGRw&profile=_default&rank=165&query=_
MANAGEMENT,MPhil/PhD level,MPhil/PhD,"Full-time, Part-time, On campus",October 2024,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fphd%2Fmanagement&auth=Zj%2BjjhVsjVk8zmCa5tM7bw&profile=_default&rank=166&query=_
PHILOSOPHY,MPhil/PhD level,MPhil/PhD,"Full-time, Part-time, On campus",October 2023,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fphd%2Fphilosophy&auth=CeP3iP7tLlaDqV1RBNyIYw&profile=_default&rank=167&query=_
POLITICS,MPhil/PhD level,MPhil/PhD,"Full-time, Part-time, On campus",October 2023,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fphd%2Fpolitics&auth=jrcCd9dcr1Z6K3GLclyLDA&profile=_default&rank=168&query=_
PSYCHOLOGY,MPhil/PhD level,MPhil/PhD,"Full-time, Part-time, On campus",October 2024,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fphd%2Fpsychology&auth=HKw7l%2BnYovZgq9%2Fhi0O6%2BA&profile=_default&rank=169&query=_
SOCIOLOGY,MPhil/PhD level,MPhil/PhD,"Full-time, Part-time, On campus",October 2024,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fphd%2Fsociology&auth=6j24eq33hUyx%2BebszBozqg&profile=_default&rank=170&query=_
ART HISTORY,Undergraduate level,BA (Hons),"Full-time, Part-time, On campus, With or without Foundation Year",October 2024,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fundergraduate%2Fart-history&auth=tkc4YruB5Z0K%2F0jxwFT3rg&profile=_default&rank=171&query=_
BUSINESS ANALYTICS,Undergraduate level,BSc (Hons),"Full-time, Part-time, On campus, With or without Foundation Year",October 2024,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fundergraduate%2Fbusiness-analytics&auth=l%2F8fO2y26S7vX1YgTdaxJA&profile=_default&rank=172&query=_
BUSINESS COMPUTING,Undergraduate level,BSc (Hons),"Full-time, Part-time, On campus, With or without Foundation Year",October 2024,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fundergraduate%2Fbusiness-computing&auth=019xE2Y7lsC5nY5bJ0Bt3w&profile=_default&rank=173&query=_
BUSINESS PSYCHOLOGY,Undergraduate level,BSc (Hons),"Full-time, Part-time, On campus",October 2024,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fundergraduate%2Fbusiness-psychology&auth=tjBPrvLZyGud0%2FwMCwmjhA&profile=_default&rank=174&query=_
CLASSICAL STUDIES,Undergraduate level,BA (Hons),"Full-time, Part-time, On campus, With or without Foundation Year",October 2024,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fundergraduate%2Fclassical-studies&auth=TmG0QjTNqCvjq8I5idt9FQ&profile=_default&rank=175&query=_
CREATIVE WRITING,Undergraduate level,BA (Hons),"Full-time, Part-time, On campus, With or without Foundation Year",October 2024,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fundergraduate%2Fcreative-writing&auth=iYxWhqtGuDeZgerKu%2Buc6Q&profile=_default&rank=176&query=_
FINANCIAL ECONOMICS,Undergraduate level,BSc (Hons),"Full-time, Part-time, On campus, With or without Foundation Year",October 2024,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fundergraduate%2Ffinancial-economics&auth=zifAfZHG1j685LvIHaB8Jw&profile=_default&rank=177&query=_
JAPANESE STUDIES,Undergraduate level,BA (Hons),"Full-time, Part-time, On campus, With or without Foundation Year, With or without International Experience",October 2024,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fundergraduate%2Fjapanese-studies&auth=HDWDoZ8FqhbwUb37jssK6g&profile=_default&rank=178&query=_
LIBERAL ARTS,Undergraduate level,BA (Hons),"Full-time, Part-time, On campus, With or without Foundation Year",October 2024,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fundergraduate%2Fliberal-arts&auth=CCmfU3FPmc81%2FDI3tVuOLQ&profile=_default&rank=179&query=_
NATURAL SCIENCES,Undergraduate level,BSc (Hons),"Full-time, Part-time, On campus",October 2024,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fundergraduate%2Fnatural-sciences&auth=celArVD6RnFrW0A%2BDkQorQ&profile=_default&rank=180&query=_
PSYCHOSOCIAL STUDIES,Undergraduate level,BA (Hons),"Full-time, Part-time, On campus, With or without Foundation Year",October 2024,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fundergraduate%2Fpsychosocial-studies&auth=IzDVoO6QfkDavE8zTVcY0Q&profile=_default&rank=181&query=_
ADVANCED COMPUTING,Postgraduate level,"MSc, MRes","Full-time, Part-time, On campus",October 2024,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fpostgraduate%2Fadvanced-computing&auth=ya8Mw%2FIfr5zsLfHTgneh1A&profile=_default&rank=182&query=_
ANALYTICAL BIOSCIENCE,Postgraduate level,"MSc, PG Dip","Full-time, Part-time, On campus",January 2024,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fpostgraduate%2Fanalytical-bioscience&auth=8YA7Gwk6WFSAKIDpZfWY8Q&profile=_default&rank=183&query=_
ANALYTICAL CHEMISTRY,Postgraduate level,"MSc, PG Dip","Full-time, Part-time, On campus",October 2024,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fpostgraduate%2Fanalytical-chemistry&auth=ZZYO2WuuvoKWwNPuWrR37A&profile=_default&rank=184&query=_
APPLIED STATISTICS,Postgraduate level,"MSc, PG Cert","Full-time, Part-time, On campus",October 2024,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fpostgraduate%2Fapplied-statistics&auth=8Y2e6c3wI3tdY7Rqv6MX7g&profile=_default&rank=185&query=_
ARCHAEOLOGICAL PRACTICE,Postgraduate level,MA,"Full-time, Part-time, On campus",January 2024,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fpostgraduate%2Farchaeological-practice&auth=A4IN5Waokqp%2BwgrO4wA1cg&profile=_default&rank=186&query=_
ARTS MANAGEMENT,Postgraduate level,PG Dip,"Full-time, Part-time, On campus, Flexible learning, Online",September 2024,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fpostgraduate%2Farts-management&auth=wip%2BkNKUiKGVH17JlMf99g&profile=_default&rank=187&query=_
PSYCHOSOCIAL STUDIES,MPhil/PhD level,MPhil/PhD,"Full-time, Part-time, On campus",October 2024,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fphd%2Fpsychosocial-studies&auth=s90JFzqMvaUFOtKmSoR8fQ&profile=_default&rank=188&query=_
BIOSCIENCE AND HEALTH,Undergraduate level,BSc (Hons),"Full-time, Part-time, On campus, With or without Foundation Year",October 2024,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fundergraduate%2Fbioscience-and-health&auth=o8R3OM96SlakoClgi%2FnQLw&profile=_default&rank=189&query=_
BIOSCIENCE WITH MANAGEMENT,Undergraduate level,BSc (Hons),"Full-time, Part-time, On campus",October 2024,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fundergraduate%2Fbioscience-with-management&auth=84L60Huq%2FWqIH9j0HxO7Wg&profile=_default&rank=190&query=_
LAW,Undergraduate level,LLB,"Full-time, Part-time, On campus, With or without Foundation Year",October 2024,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fundergraduate%2Flaw&auth=eIzBdzgZmjW6EJbUndrycQ&profile=_default&rank=191&query=_
MANAGEMENT,Undergraduate level,BSc (Hons),"Full-time, Part-time, On campus",October 2024,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fundergraduate%2Fmanagement&auth=y1lcMhrD8daK5p2ipSvOow&profile=_default&rank=192&query=_
MARKETING,Undergraduate level,BSc (Hons),"Full-time, Part-time, On campus, With or without Foundation Year",October 2024,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fundergraduate%2Fmarketing&auth=BCV0dw5KOHouOeJBp%2FPFGg&profile=_default&rank=193&query=_
MATHEMATICS,Undergraduate level,BSc (Hons),"Full-time, Part-time, On campus",October 2024,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fundergraduate%2Fmathematics&auth=glFaRt6HhuGeubD49lwLkQ&profile=_default&rank=194&query=_
PHILOSOPHY,Undergraduate level,BA (Hons),"Full-time, Part-time, On campus, With or without Foundation Year",October 2024,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fundergraduate%2Fphilosophy&auth=kqMUW%2ByPGasuDh62yQ9DVg&profile=_default&rank=195&query=_
POLITICS,Undergraduate level,BA (Hons),"Full-time, Part-time, On campus, With or without Foundation Year",October 2024,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fundergraduate%2Fpolitics&auth=gtjFhngDMx2s1JLBBhhFJA&profile=_default&rank=196&query=_
PSYCHOLOGY,Undergraduate level,BSc (Hons),"Full-time, Part-time, On campus, With or without Foundation Year",October 2024,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fundergraduate%2Fpsychology&auth=7wSOEHUCzcfF555dWDmwNw&profile=_default&rank=197&query=_
SOCIOLOGY,Undergraduate level,BA (Hons),"Full-time, Part-time, On campus, With or without Foundation Year",October 2024,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fundergraduate%2Fsociology&auth=0LXDQlh0ZkVdemZIkasR7Q&profile=_default&rank=198&query=_
ASTROBIOLOGY,Postgraduate level,MSc,"Full-time, Part-time, On campus, Online",October 2024,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fpostgraduate%2Fastrobiology&auth=l79DRJRxoCGDKjptQ7Aoqw&profile=_default&rank=199&query=_
BIOINFORMATICS,Postgraduate level,"MSc, MRes","Full-time, Part-time, On campus, Online",January 2024,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fpostgraduate%2Fbioinformatics&auth=mg60JdIvGctXc2SGkqXYyg&profile=_default&rank=200&query=_
PSYCHODYNAMICS OF HUMAN DEVELOPMENT,Postgraduate level,"MSc, PG Dip","Part-time, On campus, Online",September 2024,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fpostgraduate%2Fpsychodynamics-of-human-development&auth=f%2F222qmjsMx0odlfxTUeVg&profile=_default&rank=201&query=_
PSYCHOSOCIAL STUDIES (GRADUATE CERTIFICATE),Postgraduate level,Graduate Certificate,"Part-time, On campus",October 2024,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fpostgraduate%2Fpsychosocial-studies-graduate-certificate&auth=4T5lVEYERP7kj8vm2soclA&profile=_default&rank=202&query=_
PUBLIC POLICY AND MANAGEMENT,Postgraduate level,MSc,"Full-time, Part-time, On campus, Flexible learning, Online",October 2024,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fpostgraduate%2Fpublic-policy-and-management&auth=NgfkVUXBE8zaeuwj3TF17A&profile=_default&rank=203&query=_
SOCIAL AND POLITICAL THEORY,Postgraduate level,MSc,"Full-time, Part-time, On campus",October 2024,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fpostgraduate%2Fsocial-and-political-theory&auth=iEqHhfutGnwcYVzJnejgIg&profile=_default&rank=204&query=_
SOCIAL RESEARCH AND CRIMINOLOGY,Postgraduate level,MRes,"Full-time, Part-time, On campus",October 2024,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fpostgraduate%2Fsocial-research-and-criminology&auth=oQ4HW82i2XjPJxYs9UozqQ&profile=_default&rank=205&query=_
STATISTICS FOR DATA SCIENCE (GRADUATE CERTIFICATE),Postgraduate level,Graduate Certificate,"Part-time, On campus",October 2024,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fpostgraduate%2Fstatistics-for-data-science&auth=QWCP1gLVu1av2ljoa6mMIQ&profile=_default&rank=206&query=_
WEB DESIGN AND DEVELOPMENT,Postgraduate level,PG Cert,"Part-time, On campus",October 2024,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fpostgraduate%2Fweb-design-and-development&auth=u5RATQiO31sDV2sCU2KWIw&profile=_default&rank=207&query=_
CULTURAL POLICY AND MANAGEMENT,MPhil/PhD level,MPhil/PhD,"Full-time, Part-time, On campus",October 2023,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fphd%2Fcultural-policy-and-management&auth=oWaNppLH8YsPV%2FhcZUYFow&profile=_default&rank=208&query=_
DIGITAL CULTURE AND COMMUNICATION,MPhil/PhD level,MPhil/PhD,"Full-time, Part-time, On campus",October 2023,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fphd%2Fdigital-culture-and-communication&auth=4GIlvfHtkN6PM0X60yMbBw&profile=_default&rank=209&query=_
FILM AND SCREEN MEDIA,MPhil/PhD level,MPhil/PhD,"Full-time, Part-time, On campus",October 2023,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fphd%2Ffilm-and-screen-media&auth=xruOkkrgw%2FV7wPp3YPRllQ&profile=_default&rank=210&query=_
BIOMEDICINE WITH ADVANCED PATHWAYS,Undergraduate level,MSci,"Full-time, On campus",October 2024,https://birkbeck-search.squiz.cloud/s/redirect?collection=bbk-meta-courses&url=https%3A%2F%2Fwww.bbk.ac.uk%2Fcourses%2Fundergraduate%2Fbiomedicine%2Fbiomedicine-with-advanced-pathways&auth=p4E1j2PAS7jxn%2Fq3di8qaw&profile=_default&rank=211&query=_
